titulo;autor;isbn;paginas;ano
O que é um homem? (Vol. 1 Que legal pensar!);Cécile Robelin;9788501095152;112;2018
Corte de Gelo e Estrelas;Sarah J. Maas;9788501115607;238;2018
O ódio que você semeia;Angie Thomas;9788501116130;378;2018
Os Perversos;Cassandra Clare;nan;83;2018
Preso em Battle Royale: Batalha nos Campos Fatais;Devin Hunter;9788501115898;128;2018
Bom Ano;Pam Gonçalves;9788501403162;51;2018
A Terra que Perdi;Cassandra Clare;nan;123;2018
13 Segundos;Bel Rodrigues;nan;209;2018
13 Segundos;Bel Rodrigues;9788501035110;197;2018
Corte de Névoa e Fúria;Sarah J. Maas;9788501076601;658;2018
Um de Nós Está Mentindo;Karen M. McManus;nan;358;2018
Cidade das Cinzas;Cassandra Clare;9788501087157;406;2018
Diários do Vampiro;L. J. Smith;9788501108388;192;2017
A Festa dos Sonhos;Sarah Mlynowski;9788501108166;160;2017
The Walking Dead;Jay Bonansinga;9788501109293;294;2017
Nunca Jamais;Colleen Hoover;9788501108067;144;2017
A Inquisição;Taran Matharu;9788501077356;350;2017
Império de Tempestades - Tomo 1;Sarah J. Maas;9788501109996;364;2017
Cadu e Mari;A.C. Meyer;9788501109316;280;2017
Contos da Academia dos Caçadores de Sombras;Cassandra Clare;9788501106858;504;2017
Esqueça o Amanhã;Pintip Dunn;9788501077462;384;2017
Império de Tempestades - Tomo 2;Sarah J. Maas;9788501110008;322;2017
A Árvore no Quintal;Jeff Gottesfeld;9788501109897;40;2017
Victoria e o Patife;Meg Cabot;9788501401748;256;2017
Anatomia de Um Excluído;Andrea Portes;9788501108104;320;2017
Missão Cupido;Kieran Scott;9788501077851;352;2017
Aliança;Mark Frost;9788501401434;294;2017
Missão;Aaron Becker;9788501072702;48;2017
Bruxa de Sangue;Cate Tiernan;9788501096319;240;2017
O canto mais escuro da floresta;Holly Black;9788501108760;294;2017
À Primeira Vista;David Levithan;9788501109347;294;2017
Anna Liza e o Consultório Feliz;Eoin Colfer;9788501110022;120;2017
O Vespeiro;Kenneth Oppel;9788501107404;240;2017
Time Humanos;Justine Larbalestier;9788501077776;352;2017
Londres é Nossa!;Sarra Manning;9788501109286;266;2017
Os Quatro Cavaleiros;Veronica Rossi;9788501109330;350;2017
O Ódio Que Você Semeia;Angie Thomas;9788501110817;378;2017
Graça e Maldição;Laure Eve;9788501109408;350;2017
O Encantador de Corvos; Jacob Grey;9788501104175;256;2017
ABC do Amor;A.C. Meyer;9788501110046;266;2017
Belinda & Em;Cammie McGovern;9788501110060;400;2017
O Livro das Princesas;Paula Pimenta;9788501108340;256;2017
O Melhor Guia de K-pop Real Oficial;Hugo Francioni;9788501110350;176;2017
Os 12 Signos de Valentina;Ray Tavares;9788501110886;392;2017
Confesse;Colleen Hoover;9788501109323;320;2017
A Terra das Sombras;Meg Cabot;9788501108357;208;2017
O Túmulo de Khan;Matthew J. Kirby;9788501110039;292;2017
Starcraft: Evolução;Timothy Zahn;9788501110923;300;2017
O Portal;Laura Ruby;9788501109378;308;2017
Treze;FML Pepper;9788501110930;406;2017
O Garoto Está de Volta;Meg Cabot;9788501110084;352;2017
O Problema do Para Sempre;Jennifer L. Armentrout;9788501110053;392;2017
Lock & Mori;Heather W. Petty;9788501110114;256;2017
Uma História de Verão;Pam Gonçalves;9788501110978;304;2017
Senhor das Sombras;Cassandra Clare;9788501401076;602;2017
Harry Potter: As Artes das Trevas;Jody Revenson;9788501110619;48;2017
A Caça ao Snark;Lewis Carroll;9788501110893;96;2017
Um Dia Embaraçado;Sarah Mlynowski;9788501110091;160;2017
Nicola e o Visconde;Meg Cabot;9788501111432;272;2017
As Delícias da Fofoca;Cecily von Ziegesar;9788501108319;208;2017
Perfeitos;Scott Westerfeld;9788501111104;384;2017
A Court of Wings and Ruin;Sarah J. Maas;9781408857908;699;2017
Corte de Asas e Ruína;Sarah J. Maas;9788501301383;686;2017
Desastre No Casamento Real;Meg Cabot;9788501110961;304;2017
Menina Veneno;Carina Rissi;9788501109385;192;2017
Minha Irmã Rosa;Justine Larbalestier;9788501111722;392;2017
Otolina e A Raposa Roxa;Chris Riddell;9788501110992;184;2017
Bela Gratidão;Corey Ann Haydu;9788501110947;432;2017
Criaturas e Criadores;Raphael Draccon;9788501301499;248;2017
Ruína;Amy Tintera;9788501112156;308;2017
Olá, Adeus e Tudo Mais;Jennifer E. Smith;9788501112118;272;2017
Uma Sombra Ardente e Brilhante;Jessica Cluess;9788501110954;336;2017
Corte de Asas e Ruína;Sarah J. Maas;9788501110121;686;2017
Wink Poppy Midnight;April Genevieve Tucholke;9788501112101;224;2017
Batalha na Costa Oceânica;Mark Cheverton;9788501109354;288;2017
50 Brasileiras Incríveis Para Conhecer Antes de Crescer;Débora Thomé;9788501111890;120;2017
Assassin's Creed Origins. Juramento do Deserto;Oliver Bowden;9788501112422;294;2017
O Mago de Batalha;Taran Matharu;9788501112415;392;2017
Escrito a Fogo;Marcus Sakey;9788501112590;392;2017
Sem Filtro;Lily Collins;9788501111852;240;2017
O Regicida; Virginia Boecker;9788501110107;322;2017
A Máscara de Prata (The Silver Mask);Cassandra Clare;9788501112439;240;2017
Cidade de Selvagens;Lee Kelly;9788501112446;364;2017
Lock e Mori;Heather W. Petty;9788501111845;196;2017
TREZE;FML Pepper;nan;388;2017
A Caçada;L. J. Smith;9780062130433;240;2016
Corte de Espinhos e Rosas;Sarah J. Maas;9788501105875;434;2016
Rebelde;Amy Tintera;9788501401106;352;2016
Ídolos;Margaret Stohl;9788501105813;386;2016
Zumbeatles;Alan Goldsher;9788501094445;352;2016
Três Chances;Alexandra Bullen;9788501086945;304;2016
Nunca Jamais;Colleen Hoover;9788501106216;192;2016
Outro Dia;David Levithan;9788501106834;322;2016
De Volta;Kass Morgan;9788501106155;304;2016
Imaculada;Kami Garcia;9788501403148;352;2016
Dama da Meia-Noite;Cassandra Clare;9788501401083;574;2016
A Profecia do Paladino.;Mark Frost;9788501401427;420;2016
Vamos juntas?;Babi Souza;9788501107510;144;2016
O Código da Atração;Pamela Wells;9788501088659;400;2016
Rainha das Sombras;Sarah J. Maas;9788501106841;644;2016
O Livro de Cam;Lauren Kate;9788501099372;308;2016
The Originals - A Perda;Julie Plec;9788501105851;192;2016
Outro Conto Sombrio Dos Grimm;Adam Gidwitz;9788501106865;352;2016
O Preço do Sangue;Justin Somper;9788501105844;378;2016
Corte de Névoa e Fúria;Sarah J. Maas;9788501076601;658;2016
O Chamado;Michael Grant;9788501403155;192;2016
Tudo ou Nada;Sarah Mlynowski;9788501105905;176;2016
Yakuba;Thierry Dedieu;9788501101839;40;2016
O Círculo;Cate Tiernan;9788501096302;224;2016
Problemas na Vila Zumbi;Mark Cheverton;9788501008879;304;2016
O Caderninho de Desafios de Dash e Lily;David Levithan;9788501105158;256;2016
Os Feiticeiros da Tempestade;Philippa Gregory;9788501403209;320;2016
A Pedra Proibida;Tony Abbott;9788501107411;322;2016
Talvez Um Dia;Colleen Hoover;9788501050311;368;2016
Além-Mundos;Scott Westerfeld;9788501107572;546;2016
Warcraft - Durotan;Christie Golden;9788501050809;224;2016
Warcraft;Christie Golden;9788501052025;266;2016
Silêncio;Richelle Mead;9788501107381;280;2016
O Amor nos Tempos de #Likes;Pam Gonçalves;9788501075581;272;2016
A Geografia de Nós Dois;Jennifer E. Smith;9788501106223;272;2016
De Volta a Blackbrick;Sarah Moore Fitzgerald;9788501105837;240;2016
Princesa das Águas;Paula Pimenta;9788576950080;368;2016
Um Mundo Melhor;Marcus Sakey;9788501071590;420;2016
A Caçadora de Bruxos; Virginia Boecker;9788501073006;308;2016
Lembrança;Meg Cabot;9788501071569;400;2016
Noites Roubadas;Rebecca Maizel;9788501095480;384;2016
O Filho da feiticeira;Kelly Barnhill;9788501105219;308;2016
A Revolução do Carrasco;Eoin Colfer;9788501075703;384;2016
Diários de Stefan - Asilo;L. J. Smith;9788501107633;176;2016
A Garota Gotic e o Festival mais Assustador que a Morte;Chris Riddell;9788501075710;240;2016
Magônia; Maria Dahvana Headley;9788501105882;308;2016
George;Alex Gino;9788501077677;144;2016
Boomerang;Noelle August;9788501105783;350;2016
Illidan;William King;9788501076830;308;2016
Diário de Uma Princesa Improvável;Meg Cabot;9788501076687;208;2016
Boa Noite;Pam Gonçalves;9788501106698;240;2016
Confissões de Um Amigo Imaginário;Michelle Cuevas;9788501075949;176;2016
Caindo na Real;Jen Calonita;9788501092793;304;2016
A esperança é uma Torta de Maçã;Sarah Moore Fitzgerald;9788501104557;176;2016
Lúcida;Ron Bass e Adrienne Stoltz;9788501077646;364;2016
Novembro, 9;Colleen Hoover;9788501076250;352;2016
Harry Potter - O Livro dos Artefatos Mágicos;Jody Revenson;9788501073938;208;2016
Filha das Trevas;Kelly Keaton;9788501095459;288;2016
Animais Fantásticos e Onde Habitam;Rick Barba;9788501107664;48;2016
Revolta em Nova York;Matthew J. Kirby;9788501107701;252;2016
MacBeth;William Shakespeare;9788501105790;216;2016
O Bosque Subterrâneo; Colin Meloy;9788501095077;432;2016
O Guia Para Ser Você Mesma;Mel Souza;9788501107640;168;2016
O Oráculo do Templo da Selva;Mark Cheverton;9788501093271;272;2016
A Chave de Bronze;Cassandra Clare;9788501077363;272;2016
Uma História de Notáveis Caçadores de Sombras e Seres do Submundo;Cassandra Clare;9788501107671;208;2016
Fallen;Lauren Kate;9788501109217;406;2016
A Traição de Natalie Hargrove;Lauren Kate;9788501092304;240;2015
Golias: A Revelação;Scott Westerfeld;9788501097538;464;2014
Unity;Oliver Bowden;9788501068248;364;2015
Sem Esperança;Colleen Hoover;9788501065124;320;2015
Amy & Matthew;Cammie McGovern;9788501070180;336;2015
Dilúvio;Lauren Kate;9788501102690;308;2015
Reboot;Amy Tintera;9788501401090;352;2015
Uma Vez;Anna Carey;9788501092762;288;2015
O Crime Mais Que Perfeito;Carlos Heitor Cony;9788501102683;144;2015
As Confissões das Irmãs Sullivan;Natalie Standiford;9788501400024;352;2015
Dia 21;Kass Morgan;9788501052810;288;2015
Destino;L. J. Smith;9788501101198;272;2015
O para sempre de Pedrina e Tunico;Claudio Fragata;9788501016751;36;2015
Síndrome Psíquica Grave;Alicia Thompson;9788501086303;336;2015
Não-Sei-Quê;Stefan Bachmann;9788501401885;320;2015
Dois Garotos Se Beijando;David Levithan;9788501102096;224;2015
Férias Infernais (Vacations from hell);Maureen Johnson;9788501090829;272;2015
Uma História de Amor e TOC;Corey Ann Haydu;9788501100580;318;2015
Quebrando As Regras;Joanna Philbin;9788501102713;304;2015
Cinderela Pop;Paula Pimenta;9788501103581;160;2015
A Espada de Atilla;David Gibbins;9788501102720;280;2015
Declínio;Jay Bonansinga;9788501103574;336;2015
O Voo Negro dos Corvos;Fabien Nury;9788501099365;60;2015
Contos de Fadas em Quadrinhos; Chris Duffy;9788501102447;128;2015
Blecaute;John Rocco;9788501102478;48;2015
A Lâmina da Assassina;Sarah J. Maas;9788501103147;406;2015
O Substituto;Philippa Gregory;9788501403193;272;2015
Brilhantes;Marcus Sakey;9788501052742;476;2015
Invasão do Mundo da Superfície;Mark Cheverton;9788501103604;240;2015
Um Conto Sombrio dos Grimm;Adam Gidwitz;9788501102706;272;2015
Dias Infinitos;Rebecca Maizel;9788501095473;384;2015
Elena - A Filha da Princesa;Marina Carvalho;9788501104366;322;2015
A pequena Alice no País das Maravilhas;Lewis Carroll;9788501070364;56;2015
Livro das Sombras;Cate Tiernan;9788501096296;208;2015
Corações de Alcachofra;Sita Brahmachari;nan;320;2015
Se O Sapatinho Servir;Sarah Mlynowski;9788501401120;176;2015
As 13 Chaves;Eliane Ganem;9788501033772;160;2015
The Originals - Ascensão;Julie Plec;nan;224;2015
Tesourinha e A Bruxa;Diana Wynne Jones;9788501099051;128;2015
Dead Island;Mark Morris;9788501402349;280;2015
Gatos: O Livro de Colorir;Marjorie Sarnat;9788501105165;64;2015
REVIRAVENTO;Silvana Tavano;9788501069597;28;2015
Fator Nerd: Missão Improvável;Andy Robb;9788501102737;304;2015
A Fofa do Terceiro Andar;Cléo Busatto;9788501104595;144;2015
Fogo da Fúria;T.A. Barron;9788501099112;334;2015
Jornada;Aaron Becker;9788501052803;28;2015
Meninos, Eu Conto;Antônio Torres;9788501103789;80;2015
Ela Não é Invisível;Marcus Sedgwick;9788501104564;256;2015
Naomi & Ely e a Lista do Não-Beijo;David Levithan;9788501103123;256;2015
Ateliê Fashion: Estampas Para Colorir;Rafaella Machado;9788501105172;80;2015
The Walking Dead;Jay Bonansinga;9788501106605;308;2015
Magia;Andrea Camilleri;9788501102744;96;2015
Rich e Mad;William Nicholson;9788501098566;304;2015
Em Busca de Cinderela;Colleen Hoover;9788501104601;160;2015
A Garota Gotic e O Fantasma de um Rato;Chris Riddell;9788501070593;240;2015
Herdeira do Fogo;Sarah J. Maas;9788501401403;518;2015
No Início Não Havia Bob;Meg Rosoff;9788501401410;240;2015
À Procura de Audrey;Sophie Kinsella;9788501104632;336;2015
As Herdeiras Tomam O Palco;Joanna Philbin;9788501103130;304;2015
A Vingança de Mara Dyer;Michelle Hodkin;9788501104649;378;2015
Os Lugares Mágicos dos Filmes de Harry Potter;Jody Revenson;9788501103475;207;2015
Diários de Stefan - Estripador;Aubrey Clark;9788501104540;192;2015
O Lado Feio do Amor;Colleen Hoover;9788501105738;336;2015
O Vitral Encantado;Diana Wynne Jones;9788501092076;304;2015
O Aprendiz;Taran Matharu;9788501105776;350;2015
Batalha Pelo Nether;Mark Cheverton;9788501105745;352;2015
Vidas Secas: Graphic Novel;Graciliano Ramos;9788501104618;107;2015
Despertar;Meg Cabot;9788501097569;320;2015
Incubus;Margaret Stohl;9788501104625;252;2015
Assassin's Creed: Unity: Abstergo Entertainment - Dossiê do Funcionário;Christie Golden;9788501103253;177;2015
Me Abrace Mais Forte;David Levithan;9788501105820;224;2015
A Ruptura;Aubrey Clark;9788501105769;256;2015
A Luva de Cobre;Cassandra Clare;9788501105806;304;2015
O Casamento da Princesa;Meg Cabot;9788501105202;448;2015
O Diário da Princesa;Meg Cabot;9788501106209;295;2015
Um Dia Existimos;Kat Zhang;9788501098375;304;2015
De Volta ao Presente;Meg Cabot;9788501403933;208;2015
O Livro dos Personagens de Harry Potter;Jody Revenson;9788501105714;208;2015
Cidade de Vidro e Cidade dos Anjos Caídos;Cassandra Clare;9788501103154;688;2015
Assassin's Creed: Submundo;Oliver Bowden;9788501106636;364;2015
O Livro Do Feromonas;Miguel Campos;9788501106520;128;2015
Enfrentando O Dragão;Mark Cheverton;9788501105752;400;2015
Faísca;Antonio Skármeta;9788501070357;48;2015
Sorria, você está sendo iluminado!;Felipe Guga;9788501105899;96;2015
E o Vento Levou;Margaret Mitchell;9788501103291;952;2015
As crônicas de Bane;Cassandra Clare;nan;495;2015
O Lado Feio do Amor;Colleen Hoover;nan;364;2015
Me Abrace Mais Forte;David Levithan;9788501106391;296;2015
cidade das almas perdidas;Cassandra Clare;9788501403285;429;2015
Todo Garoto Tem;Meg Cabot;9788501077141;380;2014
Cidade das Cinzas;Cassandra Clare;9788501087157;406;2014
O Sacrifício;Rachel Hawkins;9788501097170;304;2014
A Princesa no Limite;Meg Cabot;9788501077745;271;2014
A Princesa em Treinamento;Meg Cabot;9788501074775;315;2014
A Princesa na Balada;Meg Cabot;9788501075345;333;2014
Cidade das Almas Perdidas;Cassandra Clare;9788501403285;434;2014
Princesa Mia;Meg Cabot;9788501080905;300;2014
O Bosque Selvagem; Colin Meloy;9788501097866;480;2014
Cidade do Fogo Celestial;Cassandra Clare;9788501092731;532;2014
The Walking Dead;Robert Kirkman;9788501100665;265;2014
Emily, The Strange: Duas Vezes Estranha;Rob Reger;9788501086785;272;2014
Duelo Ao Luar;Andrea Cremer;9788501403216;448;2014
Casa de Segredos;Ned Vizzini;9788501400031;352;2014
Aquilus;Corbeyran;9788501404930;48;2014
A Viagem de Íris;Gill Lewis;9788501093318;208;2014
Flash Forward;Robert J. Sawyer;9788501089823;384;2014
Sempre Teremos o Verão;Jenny Han;9788501094940;320;2014
O Códex dos Caçadores de Sombras;Cassandra Clare;9788501403957;274;2014
O Livro dos Mil Dias;Shannon Hale;9788501086556;288;2014
Desejos;Alexandra Bullen;9788501086938;381;2014
The 100: Os Escolhidos;Kass Morgan;9788501400598;288;2014
Alvorada dos Aspectos;Richard A. Knaak;9788501402288;336;2014
Me Dê Uma Chance;Cecily von Ziegesar;9788501405289;304;2014
O Livro dos Vilões;Carina Rissi;9788501042101;320;2014
Demônios do Paraíso;William C. Dietz;9788501402332;364;2014
Limbo;Anthony Horowitz;9788501402028;560;2014
Don Juan;Alessandro Baricco;9788501400048;104;2014
A história de O Nariz;Andrea Camilleri;9788501400062;104;2014
Will & Will;John Green;9788501093882;352;2014
Cidade de Vidro;Cassandra Clare;9788501087164;474;2014
Inferno;Meg Cabot;9788501097552;336;2014
Diário de Uma Treinadora de Pais;Jenny Smith;9788501099259;304;2014
Santuário;Meg Cabot;9788501088208;256;2014
Um Caso Perdido;Colleen Hoover;9788501403940;384;2014
Canção da Lua;L. J. Smith;9788501102065;282;2014
Tempestade de Luz;Nate Kenyon;9788501402325;335;2014
Sonho Perigoso;Margaret Stohl;9788501102454;84;2014
Garota em Foco;Cecily von Ziegesar;9788501089205;272;2014
Princesa Adormecida;Paula Pimenta;9788501034205;192;2014
A Evolução de Mara Dyer;Michelle Hodkin;9788501098597;406;2014
O Círculo;Kieran Scott;9788501094704;288;2014
Anjos Na Escuridão;Lauren Kate;9788501034519;98;2014
Inimigo Sombrio;Cate Tiernan;9788501092670;322;2014
O Peculiar;Stefan Bachmann;9788501401854;272;2014
Se alguma vez...;Meg Rosoff;9788501087348;256;2014
Invisível;David Levithan;9788501403223;322;2014
Battlefield 4: Contagem Regressiva;Peter Grimsdale;9788501034762;308;2014
Homero;Luiz Antonio Aguiar;9788501102072;248;2014
Assassin's Creed: Barba Negra - O Diário Perdido;Christie Golden;9788501092724;148;2014
Confesso Que Menti;Justine Larbalestier;9788501089168;320;2014
Ai Meus Deuses!;Tera Lynn Childs;9788501094476;304;2014
Coroa da Meia-Noite;Sarah J. Maas;9788501401397;406;2014
O Que Restou de Mim;Kat Zhang;9788501098368;320;2014
Medo;Michael Grant;9788501402271;448;2014
O Condado de Citrus;John Brandon;9788501094469;288;2014
Inquebrável;Kami Garcia;9788501403131;288;2014
Garoto Encontra Garoto;David Levithan;9788501047779;240;2014
Essa Garota;Colleen Hoover;9788501047762;336;2014
Petra do coração de pedra;Anna Claudia Ramos;9788501102393;144;2014
Cidade dos Ossos e Cidade das Cinzas;Cassandra Clare;9788501047991;677;2014
O Assassino Relutante;Eoin Colfer;9788501047663;352;2014
Alma da Fera (Ascendant);Diana Peterfreund;9788501098627;350;2014
Onde Deixarei Meu Coração;Sarra Manning;9788501095169;334;2014
The Walking Dead;Robert Kirkman;9788501052766;308;2014
Ser Feliz é Assim;Jennifer E. Smith;9788501047786;400;2014
O Livro das Criaturas de Harry Potter;Jody Revenson;9788501052735;208;2014
Longe de Você;Emily Hainsworth;9788501096241;288;2014
Crimes de Guerra;Christie Golden;9788501052759;336;2014
Livro de Tyrael;Matt Burns;9788501102119;166;2014
Mass Effect: Ascensão;Drew Karpyshyn;9788501404534;308;2014
VIII;H. M. Castor;9788501403124;378;2014
Prisioneira da Inquisição;Theresa Breslin;9788501093899;306;2014
As Crônicas de Bane;Cassandra Clare;9788501403964;388;2014
Ícones;Margaret Stohl;9788501062048;384;2014
A Mais Bela de Todas;Sarah Mlynowski;9788501401113;176;2014
Garotas, Glitter e a Grande Fraude;Meg Cabot;9788501093301;176;2014
Sirena;Margaret Stohl;9788501052827;280;2014
A Noiva é Tamanho 42;Meg Cabot;9788501089557;399;2014
Crepúsculo dos Aspectos;Christie Golden;9788501402301;266;2014
A Batalha das Bestas;Ned Vizzini;9788501065315;336;2014
Aliens de Férias;Clete Barrett Smith;9788501088253;272;2014
O Palhaço Está em Greve;Marco Túlio Costa;9788501102416;98;2014
Will & Will;John Green;9788501093882;348;2014
Tormenta;Lauren Kate;9788501089632;391;2014
Êxtase;Lauren Kate;9788501089656;346;2014
Um caso perdido;Collen Hoover;nan;445;2014
Feios;Scott Westerfeld;9788501083708;416;2013
Tamanho Não Importa;Meg Cabot;9788501082732;334;2013
